Diet,Fold Change HF/CD,CD,HF
Lrrc66,0.041185265,3.786852,3.79925
Cdk6,0.041278279,9.439074,9.4515
Isl2,0.041278279,3.669074,3.6815
C5ar2,0.04140119,5.917037,5.9295
Gm4763,0.04140119,3.482037,3.4945
Ltk,0.041431087,4.927778,4.94025
Grina,0.041524101,7.2,7.2125
Gzmc,0.041553999,3.410741,3.42325
Doc2g,0.041710129,5.944444,5.957
Ccdc49,0.04183304,3.137407,3.15
Kank4,0.04183304,4.747407,4.76
Noa1,0.041892835,6.398889,6.4115
Clstn3,0.041922733,4.00463,4.01725
Col16a1,0.041955952,7.21537,7.228
Gm5114,0.042045644,5.217593,5.23025
Dpysl3,0.042201775,5.151296,5.164
Blzf1,0.042507392,8.918704,8.9315
Eif4e2,0.042553899,10.21444,10.22725
Cdc25b,0.042570509,4.945185,4.958
Gsn,0.04269342,7.193148,7.206
Gm17361,0.042723317,4.258889,4.27175
Lrrc37a,0.042723317,4.173889,4.18675
Ctla4,0.042753215,4.79463,4.8075
Bnc1,0.042846229,4.961852,4.97475
Olfr113,0.042909345,4.413333,4.42625
Olfr395,0.042909345,3.273333,3.28625
Prss35,0.04296914,3.344815,3.35775
Gstt4,0.043121949,4.553519,4.5665
Lrrc52,0.043307977,3.712963,3.726
Gm9766,0.043337874,8.183704,8.19675
Adamtsl4,0.043400991,7.070185,7.08325
Nlrp4a,0.043460785,3.926667,3.93975
Plekhh2,0.043460785,4.706667,4.71975
Pdc,0.043494005,4.652407,4.6655
Olfr380,0.043523902,4.828148,4.84125
Car12,0.043616916,3.68037,3.6935
Hs3st1,0.043646813,4.876111,4.88925
Gimap5,0.043676711,4.626852,4.64
Csrnp2,0.043829519,4.235556,4.24875
Prdm6,0.043829519,3.560556,3.57375
Fut7,0.043892636,5.907037,5.92025
Mark2,0.043892636,5.627037,5.64025
Grm5,0.04398565,4.114259,4.1275
Rab22a,0.044108561,7.667222,7.6805
Ccdc117,0.04426137,8.770926,8.78425
Lrrc30,0.044291267,3.661667,3.675
Nfe2l3,0.044324487,5.307407,5.32075
Ccnt1,0.044354384,8.808148,8.8215
Acr,0.044384281,4.248889,4.26225
Cast,0.044384281,9.923889,9.93725
Hspbap1,0.044384281,5.003889,5.01725
Olfr530,0.044414179,3.28963,3.303
Etv4,0.044507193,3.726852,3.74025
Osmr,0.044507193,5.816852,5.83025
Aatk,0.04453709,3.817593,3.831
Col6a2,0.044570309,5.218333,5.23175
Ly6g6d,0.044600207,6.119074,6.1325
Olfr111,0.044600207,3.589074,3.6025
CCDC85C,0.044630104,5.709815,5.72325
Ppp1r1c,0.044816132,4.029259,4.04275
Olfr194,0.044875927,3.485741,3.49925
Grm3,0.044909146,3.406481,3.42
Plekhh1,0.044939043,4.197222,4.21075
Cntnap4,0.044968941,4.992963,5.0065
Brip1,0.045032057,7.159444,7.173
Rab2b,0.045032057,6.259444,6.273
Itgb6,0.045091852,6.335926,6.3495
Igf2,0.045121749,5.861667,5.87525
Osbpl10,0.045121749,4.611667,4.62525
Gm20736.15,0.045154969,5.252407,5.266
Gm6696,0.045214763,4.978889,4.9925
Armcx1,0.045337675,6.011852,6.0255
Olfr998,0.045430689,4.064074,4.07775
Olfr1010,0.045490483,4.045556,4.05925
Olfr655,0.045646614,4.104259,4.118
Arrdc5,0.045676511,4.09,4.10375
Bpi,0.04582932,4.318704,4.3325
Maml2,0.04582932,5.923704,5.9375
Dynll1,0.045892437,8.130185,8.144
R3hdml,0.045922334,4.300926,4.31475
Glt8d2,0.045952231,3.631667,3.6455
Katnb1,0.045952231,4.791667,4.8055
Adam24,0.046015348,3.153148,3.167
Lims1,0.046138259,9.416111,9.43
Dscam,0.046198054,3.227593,3.2415
Gdap1,0.046231273,3.983333,3.99725
Lpar5,0.046291068,4.279815,4.29375
Hoxd9,0.046506993,3.3,3.314
Nfyc,0.046659802,9.803704,9.81775
Fxc1,0.046693021,5.854444,5.8685
Hmx1,0.046693021,4.399444,4.4135
Myo1h,0.046693021,4.199444,4.2135
Kif2b,0.046905625,3.92963,3.94375
Dmwd,0.046938844,8.23037,8.2445
Cd53,0.046968741,9.196111,9.21025
Grid2ip,0.047028536,3.147593,3.16175
Ninj1,0.047038502,15.57259,15.58675
Gm20826,0.047091653,5.089074,5.10325
Phax,0.047151447,8.250556,8.26475
AW011738,0.047244461,5.267778,5.282
Foxp3,0.047244461,4.982778,4.997
Osta,0.047244461,4.957778,4.972
Atp6v1b1,0.047367373,3.505741,3.52
Kcnj12,0.047400592,3.971481,3.98575
Dnajc24,0.047490284,7.578704,7.593
Hdgfrp2,0.047553401,7.950185,7.9645
Cntnap3,0.047583298,3.565926,3.58025
Epb4.2,0.047706209,4.173889,4.18825
Ddx24,0.047736107,9.75463,9.769
Gm17387,0.047769326,5.11037,5.12475
Gm19670,0.047769326,4.98537,4.99975
Ntn5,0.047769326,4.73037,4.74475
Clec12a,0.047829121,9.526852,9.54125
Lgals3,0.047922135,6.034074,6.0485
Prpf40a,0.048001861,10.1813,10.19575
Arl6ip5,0.04803508,10.38204,10.3965
Cops7b,0.048104841,7.283519,7.298
Gm9507,0.048104841,4.853519,4.868
Gpr162,0.04813806,2.919259,2.93375
Brcc3,0.048267615,10.69222,10.70675
Grm7,0.048353985,4.349444,4.364
Nln,0.048353985,7.954444,7.969
Eif1a,0.048383883,9.830185,9.84475
Gm16442,0.048383883,4.125185,4.13975
Gm4981,0.048443677,3.441667,3.45625
Atp6v1g2,0.048506794,6.888148,6.90275
Dcaf5,0.048599808,8.54037,8.555
Nr2f1,0.048722719,4.803333,4.818
Nemf,0.048752617,8.124074,8.13875
Olfr689,0.048782514,3.239815,3.2545
Alg9,0.048905425,8.352778,8.3675
Lgals1,0.048905425,8.642778,8.6575
Gm6370,0.048968542,4.049259,4.064
Ndnl2,0.048968542,6.719259,6.734
H2.M5,0.048998439,4.9,4.91475
Gucy2e,0.049091453,3.632222,3.647
BC052040,0.049121351,6.307963,6.32275
Qrfp,0.049184467,4.979444,4.99425
Lemd2,0.049244262,6.360926,6.37575
Fgf4,0.049307379,4.892407,4.90725
Card9,0.049337276,7.653148,7.668
Olfr659,0.049553201,4.823333,4.83825
Pkd1l3,0.04970601,4.782037,4.797
Eps8,0.049735907,5.542778,5.55775
Klhl7,0.049735907,7.522778,7.53775
Plxnd1,0.049858819,6.975741,6.99075
Hey2,0.04998173,4.463704,4.47875
Fmnl3,0.050014949,5.099444,5.1145
Gm10591,0.050014949,7.504444,7.5195
Poli,0.050014949,6.604444,6.6195
Bmp8b,0.050044847,3.580185,3.59525
Olfr174,0.050104641,3.331667,3.34675
Gm10352,0.050137861,4.017407,4.0325
Ptprn2,0.050137861,4.957407,4.9725
Ccdc85a,0.050167758,2.783148,2.79825
Pdyn,0.050350464,4.527593,4.54275
Gns,0.05036043,10.35759,10.37275
Gprc2a.rs5,0.050413581,5.224074,5.23925
Krt79,0.050443478,4.994815,5.01
Oosp1,0.050443478,3.964815,3.98
Prkrir,0.050443478,8.299815,8.315
Gm1078,0.050473375,3.795556,3.81075
Gm21827,0.050473375,4.160556,4.17575
Nxt1,0.050506595,5.751296,5.7665
LOC100861916,0.050536492,8.182037,8.19725
Arhgap40,0.050596287,5.568519,5.58375
Gm1587,0.05072252,3.521481,3.53675
Myo16,0.050782315,5.562963,5.57825
Ahrr,0.051058035,5.11963,5.135
Als2cr11,0.051091254,5.19537,5.21075
Ankdd1a,0.051091254,4.18537,4.20075
Gm44,0.051091254,4.19037,4.20575
Nrg2,0.051121151,5.501111,5.5165
ND1,0.051157693,19.77185,19.78725
Coro6,0.051180946,4.187593,4.203
Rab11fip3,0.051214165,6.293333,6.30875
Mdga1,0.051303857,4.755556,4.771
Bnip3,0.051423447,11.95352,11.969
Mrpl33,0.051489885,11.75,11.7655
Gm19618,0.051553002,3.721481,3.737
Ccdc15,0.051582899,5.757222,5.77275
Otof,0.051582899,4.712222,4.72775
Mtap4,0.051612797,8.557963,8.5735
Atxn7l2,0.051642694,5.258704,5.27425
Aimp1,0.051705811,6.450185,6.46575
Gpr114,0.051798825,4.042407,4.058
Olfr181,0.051798825,3.967407,3.983
Cdc37,0.051858619,8.533889,8.5495
Ift81,0.05213434,5.890556,5.90625
Mroh2a,0.05213434,5.910556,5.92625
Gm14092,0.052197456,5.372037,5.38775
Mrto4,0.052257251,8.933519,8.94925
Ezh1,0.052350265,8.915741,8.9315
AU022751,0.052383484,3.081481,3.09725
Gm3752,0.052443279,4.917963,4.93375
Dgke,0.052536293,3.400185,3.416
Madcam1,0.052629307,4.482407,4.49825
Platr17,0.052718999,4.62463,4.6405
Atxn1l,0.052782115,5.651111,5.667
Nhlrc1,0.052782115,4.956111,4.972
Mnat1,0.05284191,6.567593,6.5835
Cbx8,0.052934924,6.024815,6.04075
Fam211b,0.052934924,5.114815,5.13075
Icos,0.052934924,5.489815,5.50575
Fam47c,0.053057836,3.177778,3.19375
H2.M10.6,0.053057836,4.247778,4.26375
LOC100861596,0.053057836,4.847778,4.86375
Gm5930,0.053120952,4.879259,4.89525
Gm1110,0.053213966,4.601481,4.6175
Plekho1,0.053213966,6.901481,6.9175
Nek4,0.053336877,8.079444,8.0955
Letm1,0.053642495,8.016852,8.033
Amigo3,0.053705612,4.228333,4.2445
Gm5494,0.053705612,4.448333,4.4645
Krtap17.1,0.053765406,6.754815,6.771
Cfa73,0.05385842,4.177037,4.19325
Atf6b,0.053918215,8.048519,8.06475
Olfr43,0.053981332,3.83,3.84625
Irx5,0.054044448,3.926481,3.94275
Gm21650,0.054074346,5.837222,5.8535
Plac8l1,0.05413414,4.198704,4.215
Nr3c1,0.054197257,8.230185,8.2465
Olfr1375.ps1,0.054227154,3.840926,3.85725
Adrb1,0.054257052,4.016667,4.033
Gm884,0.054257052,3.581667,3.598
Gm12169,0.054379963,2.93963,2.956
Kat5,0.054413182,8.86037,8.87675
Krt33b,0.054413182,3.81037,3.82675
Marf1,0.054413182,11.31037,11.32675
Nxf7,0.05444308,5.031111,5.0475
Edem3,0.054472977,9.106852,9.12325
Gm4944,0.054536094,5.598333,5.61475
Cdc42bpa,0.054625786,5.780556,5.797
Lrrc9,0.054625786,4.565556,4.582
Poc1b,0.054659005,7.116296,7.13275
Gm10471,0.054748697,6.278519,6.295
Msx2,0.054811814,3.475,3.4915
B3gat3,0.054904828,7.287222,7.30375
Fgf20,0.054964622,3.573704,3.59025
Guca1a,0.054964622,4.218704,4.23525
Klf9,0.055011129,12.08019,12.09675
Cxcr5,0.055027739,4.890185,4.90675
Mir124a.1,0.055087534,3.421667,3.43825
LOC626711,0.055180548,2.598889,2.6155
Hoxc11,0.055210445,3.39963,3.41625
Olfr1157,0.055273562,3.721111,3.73775
Brsk2,0.055303459,5.401852,5.4185
Loxl4,0.055303459,5.781852,5.7985
Lipe,0.055333356,7.142593,7.15925
Olfr1458,0.055396473,3.334074,3.35075
Hspa1a,0.05542637,6.809815,6.8265
Csnk1a1,0.05544298,12.45981,12.4765
Col6a1,0.055456268,5.815556,5.83225
Map1lc3b,0.055476199,12.4263,12.443
Gng10,0.055672193,8.230741,8.2475
Olfml2a,0.055672193,3.805741,3.8225
Opalin,0.055705412,4.041481,4.05825
Psph,0.055795104,7.798704,7.8155
Igsf6,0.056133941,7.716852,7.73375
Rab26,0.056349866,4.162037,4.179
Ifnk,0.05644288,3.934259,3.95125
Olfr1269,0.056472778,4.475,4.492
Gm11435,0.056565792,4.057222,4.07425
Gm53,0.056565792,3.527222,3.54425
Lhfpl1,0.056595689,4.557963,4.575
Rab3b,0.056748498,5.211667,5.22875
Aqp5,0.056781717,4.077407,4.0945
Ms4a8a,0.056811614,6.123148,6.14025
Gm20867,0.056871409,3.85963,3.87675
Cenpk,0.05699432,5.582593,5.59975
Hbq1a,0.05699432,5.007593,5.02475
Exoc6,0.057150451,8.236296,8.2535
Cyp24a1,0.057180348,4.582037,4.59925
Prex2,0.057210246,5.447778,5.465
Inha,0.057396274,4.647222,4.6645
Atp1a4,0.057489288,3.154444,3.17175
Ndn,0.057642096,5.053148,5.0705
Eif4e1b,0.057671994,5.038889,5.05625
Clec2j,0.057765008,4.671111,4.6885
Pcdh18,0.057765008,4.191111,4.2085
Fbln5,0.057824802,6.002593,6.02
Olfr157,0.057824802,3.757593,3.775
Bbc3,0.057980933,5.366296,5.38375
Npl,0.057980933,6.011296,6.02875
Gm14221,0.058070625,4.713519,4.731
Cacna1i,0.058103844,4.324259,4.34175
Gm38423,0.058133742,4.5,4.5175
Olfr726,0.058226756,3.542222,3.55975
Klrk1,0.058472578,6.043148,6.06075
Mrpl45,0.05859549,9.826111,9.84375
Hist1h4m,0.058764908,11.19481,11.2125
Hist1h4n,0.058764908,11.19481,11.2125
Med25,0.058964224,9.15,9.16775
Btd,0.058994121,9.160741,9.1785
Gm4925,0.058994121,4.245741,4.2635
Col25a1,0.059057238,5.217222,5.235
Mtmr11,0.059117032,4.393704,4.4115
AC192778.1,0.059362855,4.32963,4.3475
Adamts8,0.059396074,3.39037,3.40825
Fbxo27,0.059396074,4.00037,4.01825
Olfr1178,0.059396074,4.38537,4.40325
Fsip1,0.059425972,6.786111,6.804
Cntn2,0.059455869,4.751852,4.76975
Olfr642,0.059455869,3.446852,3.46475
Crh,0.059518986,4.823333,4.84125
Glis3,0.059641897,5.541296,5.55925
Grin1,0.059701692,4.442778,4.46075
Dnaic2,0.059731589,3.483519,3.5015
Il17ra,0.059731589,7.508519,7.5265
Lor,0.059731589,4.893519,4.9115
Plekhm1,0.059764808,5.909259,5.92725
Cdx1,0.059824603,4.915741,4.93375
Gm16494,0.059824603,6.425741,6.44375
Defa.rs4,0.059857822,3.886481,3.9045
Ptpn5,0.05988772,5.552222,5.57025
Plk2,0.059947514,5.808704,5.82675
Rac1,0.060027241,15.60093,15.619
Cdk5,0.060070426,8.971667,8.98975
Atp9b,0.060133542,7.923148,7.94125
Olfr374,0.060133542,4.453148,4.47125
Olfr901,0.060133542,3.223148,3.24125
Cntrob,0.06016344,6.963889,6.982
Actg1,0.060193337,11.01463,11.03275
Arpm1,0.060193337,3.95463,3.97275
Dcaf11,0.060193337,9.82463,9.84275
Dclre1b,0.060286351,8.101852,8.12
Amot,0.06043916,5.860556,5.87875
Mapk8ip1,0.060502276,5.347037,5.36525
Mrps23,0.060502276,9.647037,9.66525
Ivl,0.06059529,4.494259,4.5125
X4.Mar,0.060777996,3.078704,3.097
Pik3r3,0.060777996,6.223704,6.242
Fut2,0.060841113,3.610185,3.6285
Cdh23,0.060964024,5.368148,5.3865
Nhlrc3,0.061057038,7.43537,7.45375
Cenpp,0.06114673,5.377593,5.396
Gm933,0.06117995,4.478333,4.49675
Enpep,0.061256354,10.69056,10.709
Gm10778,0.061548684,6.827222,6.84575
Gpr27,0.061548684,5.852222,5.87075
Dsg2,0.061608478,9.913704,9.93225
Gm7385,0.061641698,5.214444,5.233
Gm8127,0.061671595,6.420185,6.43875
Lhx5,0.061671595,2.605185,2.62375
Prl3d3,0.061764609,4.342407,4.361
LOC100861606,0.061794506,4.928148,4.94675
Hyal4,0.061854301,4.83463,4.85325
B3gnt8,0.06188752,5.97037,5.989
Ms4a15,0.06188752,5.36037,5.379
Olfr819,0.06188752,4.60037,4.619
Cct6a,0.06192074,10.88611,10.90475
Pqbp1,0.061953959,10.32185,10.3405
Fam170b,0.062070226,4.129815,4.1485
Ager,0.062100124,4.835556,4.85425
Gm8773,0.062133343,4.251296,4.27
Gm13235,0.06216324,5.547037,5.56575
Gm8069,0.06216324,7.717037,7.73575
C77370,0.062223035,4.998519,5.01725
Fbxw19,0.062223035,4.438519,4.45725
Pard3b,0.062286152,3.965,3.98375
Gm21726,0.062316049,4.350741,4.3695
Capn12,0.062349268,5.461481,5.48025
Nudcd2,0.06238581,11.64722,11.666
Gpr125,0.06247218,8.484444,8.50325
Ccdc77,0.062561872,5.966667,5.9855
Parp11,0.062595091,6.717407,6.73625
Gm5493,0.062684783,4.05963,4.0785
Grb14,0.062718002,8.14537,8.16425
Fut9,0.063116634,6.14,6.159
Olfr1301,0.063116634,4.395,4.414
Piwil1,0.063116634,3.525,3.544
Ampd2,0.063209648,7.242222,7.26125
Hibadh,0.06328273,15.7087,15.72775
Olfr1250,0.063425573,4.817407,4.8365
Dnajc10,0.063448827,10.57815,10.59725
Ankrd60,0.063608279,3.896852,3.916
Krtap4.7,0.063701293,5.599074,5.61825
Pld5,0.063701293,3.869074,3.88825
Mcrs1,0.063731191,5.744815,5.764
Mir206,0.063731191,3.539815,3.559
Prpf38a,0.063761088,7.030556,7.04975
Atp6v1g1,0.063794307,8.536296,8.5555
Olfr433,0.063794307,4.296296,4.3155
Glp2r,0.063824204,4.112037,4.13125
Mgp,0.063824204,6.612037,6.63125
Pak6,0.063824204,3.167037,3.18625
Gpr119,0.063917218,3.819259,3.8385
Gtf2a1l,0.063917218,5.694259,5.7135
Olfr123,0.063917218,3.384259,3.4035
Pla2g4e,0.063947116,3.67,3.68925
Pomt2,0.063947116,7.38,7.39925
Atp5j2,0.064146432,15.54444,15.56375
Dlk1,0.064345747,4.50963,4.529
Npw,0.064378966,4.52037,4.53975
Dmap1,0.064438761,5.596852,5.61625
Ndufv1,0.064478624,13.33759,13.357
Oxct2b,0.064501878,4.673333,4.69275
Larp4,0.064511844,10.75833,10.77775
Fezf2,0.064531775,4.499074,4.5185
Col10a1,0.064654687,5.102037,5.1215
Pcsk1n,0.064840714,4.836481,4.856
Atp5d,0.064870612,5.382222,5.40175
Barhl2,0.065053318,4.866667,4.88625
Podnl1,0.065209449,3.29037,3.31
Ly6l,0.065239346,4.221111,4.24075
Nhlrc4,0.065269243,3.446852,3.4665
Ntsr1,0.065269243,3.456852,3.4765
Ddhd1,0.06533236,8.768333,8.788
Lzic,0.065362257,6.984074,7.00375
Nek10,0.065422052,4.920556,4.94025
Gpr179,0.065485169,4.587037,4.60675
Apol8,0.065544963,5.273519,5.29325
Gm15097,0.06560808,4.195,4.21475
Cep164,0.065853903,5.015926,5.03575
Gm11238,0.065917019,4.367407,4.38725
Pitpnc1,0.065976814,9.823889,9.84375
Olfr393,0.066099725,4.196852,4.21675
Pole2,0.066315651,4.522037,4.542
Hccs,0.066408665,8.014259,8.03425
Mstn,0.066408665,4.079259,4.09925
Fgf9,0.066531576,5.837222,5.85725
Arfgef2,0.066561473,9.047963,9.068
Olfr728,0.066561473,4.247963,4.268
Golt1b,0.066591371,6.168704,6.18875
Prdm1,0.066684385,4.150926,4.171
Cd79a,0.066714282,6.046667,6.06675
Fthl17a,0.066747501,3.397407,3.4175
Hspa12a,0.066747501,4.727407,4.7475
Pdzd9,0.066747501,4.142407,4.1625
Olfr788,0.066777399,4.378148,4.39825
Birc7,0.066993324,3.433333,3.4535
Efna2,0.066993324,3.803333,3.8235
Atp6v0a1,0.067069728,10.24481,10.265
Ldoc1,0.067116235,2.716296,2.7365
Ccdc153,0.067146133,5.552037,5.57225
Nol4,0.06717603,5.347778,5.368
Elf2,0.067269044,11.045,11.06525
Gm20809.2,0.067332161,3.651481,3.67175
Defa17,0.067421853,6.948704,6.969
Defa3,0.067421853,6.948704,6.969
Agrp,0.067514867,4.255926,4.27625
Pramel5,0.067514867,5.865926,5.88625
Olfr95,0.067577983,3.382407,3.40275
Gm9767,0.067637778,3.058889,3.07925
Metrnl,0.067700895,5.49537,5.51575
Adcy5,0.067760689,3.736852,3.75725
Dip2c,0.067760689,6.171852,6.19225
Gm1995,0.067760689,3.341852,3.36225
C1qtnf2,0.067790587,4.847593,4.868
Akap7,0.067823806,9.233333,9.25375
Klk1b27,0.067823806,4.423333,4.44375
Dok7,0.067853703,5.574074,5.5945
Hmgb3,0.067946717,6.821296,6.84175
Gm5431,0.068006512,6.577778,6.59825
Fbln7,0.068129423,5.260741,5.28125
Il4,0.068129423,2.885741,2.90625
Fam151a,0.068162643,4.426481,4.447
Krtap5.4,0.068315451,5.245185,5.26575
Mslnl,0.068315451,3.235185,3.25575
Cables2,0.068408465,7.327407,7.348
Gm4861,0.068408465,4.247407,4.268
Bace1,0.068498157,7.13463,7.15525
Gm10766,0.068531377,5.68037,5.701
Mus81,0.068531377,5.39037,5.411
Drd3,0.068807097,4.792037,4.81275
Eras,0.068900111,3.819259,3.84
Eri2,0.068959905,6.220741,6.2415
Abcg8,0.068996447,11.61648,11.63725
Npvf,0.069023022,4.747222,4.768
Cryba4,0.069175831,3.775926,3.79675
Mettl11a,0.069268845,4.963148,4.984
Gm10619,0.069361859,4.42037,4.44125
Gm10741,0.069391756,3.781111,3.802
Foxd3,0.069451551,4.212593,4.2335
Gm20917.1,0.069574462,4.900556,4.9215
Psmd6,0.069594394,10.4163,10.43725
Gm10697,0.069667476,3.487778,3.50875
Gm10697.1,0.069667476,3.487778,3.50875
Prrxl1,0.069697373,4.343519,4.3645
Gm17365,0.069790387,4.520741,4.54175
Ccdc136,0.069823607,4.931481,4.9525
Pth2,0.069823607,4.941481,4.9625
Fam98b,0.069883401,8.782963,8.804
Cfp,0.069926586,12.0287,12.04975
Itlnb,0.069946518,4.154444,4.1755
Olfr119,0.07003621,4.351667,4.37275
Chtf8,0.070099327,9.023148,9.04425
Olfr1339,0.070099327,4.068148,4.08925
Fdx1l,0.070129224,6.518889,6.54
Maf,0.070159121,7.59963,7.62075
Catsperg2,0.070404944,4.135556,4.15675
Gpx5,0.070438163,3.701296,3.7225
Defb7,0.070497958,4.552778,4.574
Crygs,0.070590972,3.52,3.54125
Mylip,0.070743781,8.438704,8.46
BY080835,0.07105272,3.156111,3.1775
Arf4os,0.071082617,4.066852,4.08825
Crx,0.071175631,4.564074,4.5855
Dio3,0.071175631,3.134074,3.1555
Ifna12,0.071175631,3.434074,3.4555
Armc10,0.071235426,7.015556,7.037
Ctsd,0.071255358,14.4313,14.45275
Fbxw9,0.071298543,8.997037,9.0185
Dnah12,0.07132844,3.642778,3.66425
Doxl2,0.071574263,5.778704,5.80025
Galntl4,0.071607482,4.604444,4.626
Olfr629,0.071607482,4.774444,4.796
Krtap1.5,0.071637379,3.380185,3.40175
Gm15446,0.071697174,9.066667,9.08825
Myog,0.071790188,5.003889,5.0255
Olfr554,0.071853305,4.20037,4.222
Acsl6,0.071883202,3.636111,3.65775
Ncoa5,0.072036011,6.284815,6.3065
Afap1l2,0.072065908,4.810556,4.83225
Crls1,0.072152278,12.91278,12.9345
Pycrl,0.07234495,8.322222,8.344
Ppm1b,0.072617348,13.06389,13.08575
Kcnip1,0.072683787,5.00537,5.02725
Amfr,0.072717006,11.36111,11.383
Poldip3,0.072743581,5.386852,5.40875
Cep57,0.072773479,7.597593,7.6195
Idi1,0.072783445,12.28759,12.3095
Ceacam2,0.072806698,4.718333,4.74025
Olfr482,0.072806698,4.203333,4.22525
Arfip1,0.072989404,7.502778,7.52475
Dub1,0.072989404,3.287778,3.30975
Gm4969,0.073175432,2.747222,2.76925
Defb10,0.073235227,5.843704,5.86575
Olfr243,0.073235227,4.248704,4.27075
Ndufb9,0.073314953,15.39593,15.418
Pon3,0.073381392,14.30741,14.3295
Bmp1,0.073544166,9.671111,9.69325
Gm17631,0.073547488,10.79611,10.81825
Defb14,0.073574063,4.746852,4.769
Olfr1100,0.073603961,4.147593,4.16975
Gpr133,0.073760091,7.061296,7.0835
Bcl2a1a,0.073849783,6.918519,6.94075
Cant1,0.073849783,7.313519,7.33575
Ogfrl1,0.073849783,8.598519,8.62075
Hpse2,0.0739129,3.535,3.55725
Nlgn3,0.073976017,4.446481,4.46875
Nps,0.074065709,3.458704,3.481
Osbpl2,0.074098928,9.709444,9.73175
Gm9327,0.07418862,4.486667,4.509
Cplx4,0.074221839,3.232407,3.25475
Nr4a1,0.074311531,5.52463,5.547
Gprc5b,0.074344751,4.84537,4.86775
Adamts18,0.074434443,3.692593,3.715
Golga5,0.074527457,8.664815,8.68725
Ddx11,0.074557354,6.530556,6.553
Adcy3,0.074590573,3.971296,3.99375
BC030870,0.074836396,4.762222,4.78475
Gm14744,0.074896191,3.998704,4.02125
Atp6v1a,0.074989205,7.995926,8.0185
Adamts14,0.075019102,5.641667,5.66425
Klhl15,0.075082219,4.733148,4.75575
Gm20594,0.07520513,5.711111,5.73375
Hbxip,0.075341329,10.34407,10.36675
Dcdc2b,0.075421055,8.216296,8.239
Ptp4a3,0.075510748,9.213519,9.23625
Gm5567,0.075573864,3.475,3.49775
Cyp2a4,0.075607083,16.14074,16.1635
Gm20854.1,0.075789789,6.500185,6.523
Abhd13,0.075849584,9.791667,9.8145
Rap2c,0.075849584,8.926667,8.9495
Flnc,0.075912701,4.003148,4.026
Gm5084,0.075972496,5.81463,5.8375
Hdgfl1,0.076035612,3.756111,3.779
Krtap5.2,0.076095407,4.792593,4.8155
Aco1,0.076105373,11.95759,11.9805
Bbs12,0.076158524,3.254074,3.277
Gm20736.11,0.076218318,4.895556,4.9185
Mettl7a3,0.076218318,4.775556,4.7985
Eif3j2,0.076281435,8.612037,8.635
Hist1h2ba,0.076311332,6.172778,6.19575
Chst10,0.076374449,4.594259,4.61725
Ipo4,0.076434244,6.635741,6.65875
Rapgef3,0.076650169,5.655926,5.679
Cby3,0.076743183,8.293148,8.31625
Cdc42bpg,0.07677308,3.628889,3.652
Gm3763,0.076866094,3.876111,3.89925
Olfr1222,0.077111917,4.062037,4.08525
Mtrr,0.077171712,6.778519,6.80175
Caln1,0.077234828,5.75,5.77325
Gm1758,0.077264726,4.000741,4.024
Gm412,0.077264726,4.135741,4.159
Cbwd1,0.077327842,6.352222,6.3755
Gm8882,0.077387637,5.168704,5.192
Olfr923,0.077387637,4.593704,4.617
BC034090,0.077510548,2.966667,2.99
Lca5l,0.077573665,4.053148,4.0765
Magea5,0.077603562,5.743889,5.76725
Neil1,0.077756371,5.717593,5.741
Olfr808,0.077849385,3.849815,3.87325
Gm1979,0.077942399,5.572037,5.5955
Gm9961,0.078035413,5.764259,5.78775
Asb16,0.078095208,3.850741,3.87425
Ngb,0.078128427,5.236481,5.26
Pomgnt2,0.078218119,5.778704,5.80225
Fanca,0.078251338,4.589444,4.613
Ccdc58,0.078281236,8.395185,8.41875
Card14,0.07837425,4.382407,4.406
Eif4g1,0.078397503,12.93315,12.95675
Ifitm5,0.078556956,3.851852,3.8755
Lrrtm4,0.078586853,2.917593,2.94125
Nav1,0.078679867,6.084815,6.1085
AF251705,0.078832676,6.423519,6.44725
Gm10339,0.078832676,4.368519,4.39225
Ppp1r2.ps7,0.078832676,3.883519,3.90725
Klhdc7b,0.078958909,3.701481,3.72525
Banf2,0.078988806,3.632222,3.656
Gpn1,0.079111718,6.955185,6.979
Apoe,0.079161547,19.75667,19.7805
Ccdc55,0.079171512,6.441667,6.4655
Fbxo7,0.079204732,7.602407,7.62625
Ggn,0.079204732,5.067407,5.09125
Gm3286,0.079264526,5.773889,5.79775
Fam216a,0.079294424,7.55463,7.5785
Gm11111,0.079294424,6.43463,6.4585
Drg1,0.079327643,8.19037,8.21425
Emp1,0.079327643,6.41037,6.43425
Olfr161,0.079540246,4.220556,4.2445
Olfr803,0.079540246,3.295556,3.3195
Gp1ba,0.079696377,3.534259,3.55825
Hoxa11,0.079696377,3.764259,3.78825
Olfr513,0.079789391,3.741481,3.7655
Coil,0.079819288,5.802222,5.82625
Gpr150,0.079912302,3.404444,3.4285
Pdha2,0.0799422,3.255185,3.27925
Apba1,0.080001994,5.066667,5.09075
Iqcf3,0.080001994,6.131667,6.15575
Ccdc33,0.080095008,5.458889,5.483
Eya4,0.080188022,4.716111,4.74025
Gata5,0.080281036,3.263333,3.2875
Itpa,0.080526859,8.979259,9.0035
Nrxn2,0.080556756,3.94,3.96425
Adal,0.080619873,9.076481,9.10075
Apeh,0.080623195,10.45648,10.48075
Npas3,0.080679668,2.722963,2.74725
